"id","PatentClaim","patent_id","text","claim","dependency","sequence","level","gold","expected_claimType"
"12797","5408316-0001","5408316","each of said contact pieces having a parallelepiped-like shape uninterrupted by breakthroughs and having substantially rectangular end faces defining two corner regions;","1","1","6","2","2",2
"12798","5408316-0001","5408316","each of said contact pieces further including raised portions formed at corresponding ones of the corner regions thereof;","1","1","7","2","2",2
"12799","5408316-0001","5408316","said raised portions defining furnace body contact surfaces facing away from the contact piece;","1","1","8","2","2",2
"12800","5408316-0001","5408316","first and second ring-shaped electrodes for supplying current to said furnace body;","1","1","9","2","2",2
"12801","5408316-0001","5408316","each of said electrodes defining an electrode contact surface for contact engaging the furnace body contact surfaces of one of said contact pieces thereby establishing an electric contact interface to said one contact piece;","1","1","10","2","2",2
"12802","5408316-0001","5408316","said first and second electrodes and said furnace body being configured so as to cause the electric contact interfaces to be the electrical contacts to said furnace body;","1","1","11","2","2",2
"12803","5408316-0001","5408316","a separate hollow body interposed between said first and second electrodes and having an interior for accommodating said furnace tube therein;","1","1","12","2","2",2
"12804","5408316-0001","5408316","said hollow body including first passage means for facilitating placing a specimen in said specimen chamber; second passage means for conducting protective gas to said furnace body; and, third passage means for facilitating radiating a measuring light beam through said specimen chamber; and,","1","1","13","2","2",2
"12805","5408316-0001","5408316","said hollow body and said first and second electrodes being configured and disposed so as to conjointly surround said furnace body.","1","1","14","2","2",2
"12867","5414675-0001","5414675","1. apparatus for detecting targets on or above the bed of a body of water, comprising:","1","0","1","1","2",2
"12868","5414675-0001","5414675","a) acoustic transmitter means operable to periodically project a pulse of acoustic energy toward a target area of said bed;","1","1","2","2","2",2
"12869","5414675-0001","5414675","b) first and second receiver transducers positioned to receive acoustic energy reflected back from said target area, as a result of said projection, and operable in response thereto to provide corresponding respective first and second output signals;","1","1","3","2","2",2
"12870","5414675-0001","5414675","c) circuit means for deriving, from said first and second output signals, respective sum and difference signals;","1","1","4","2","2",2
"12871","5414675-0001","5414675","d) means for phase detecting said sum and difference signals; and","1","1","5","2","2",2
"12872","5414675-0001","5414675","e) means responsive to said phase detection for providing an output signal indicative of the presence of a possible target.","1","1","6","2","2",2
"12954","5420212-0001","5420212","1. a polymer blend comprising:","1","0","1","1","2",2
"12955","5420212-0001","5420212","(a) about 1 to 10 weight % of a concentrate comprising:","1","1","2","2","2",2
"12956","5420212-0001","5420212","(1) about 70 to 95 weight % of a polycarbonate resin;","1","2","3","3","2",2
"12957","5420212-0001","5420212","(2) about 5 to 30 weight % polycaprolactone having a weight average molecular weight of between about 10,000 and 100,000 and","1","2","4","3","2",2
"12958","5420212-0001","5420212","(3) about 0 to 25 weight % of a copolyester having repeat units derived from at least 90 mole % terephthalic acid, at least 85 mole % alkylene glycol and up to 15 mole % 1,4-cyclohexanedimethanol, said copolyester having a weight average molecular weight of between 40,000 and 55,000; and","1","2","5","3","2",2
"12959","5420212-0001","5420212","(b) about 99 to about 90 weight % of a copolyester having repeat units derived from at least 90 mole % terephthalic acid, at least 85 mole % ethylene glycol and from about 1.5 to 15 mole % 1,4-cyclohexanedimethanol, said copolyester having a weight average molecular weight of between 70,000 and 90,000.","1","1","6","2","2",2
"13172","5446319-0007","5446319","7. an energy storage apparatus comprising:","7","0","14","1","2",2
"13173","5446319-0007","5446319","a first fixed permanent magnet having a north and south pole and being permanently fixed at one end of a longitudinal axis with its magnetic field aligned along said axis;","7","14","15","2","2",2
"13174","5446319-0007","5446319","a moveable permanent magnet having a north and south pole and being movably positioned along said axis between said first magnet and a stop means at the other end of said axis, said third magnet having its magnetic field aligned along said axis and having an opposite pole facing said fixed magnet;","7","14","16","2","2",2
"13175","5446319-0007","5446319","guide means for positioning said third magnet along said axis and allowing movement of said third magnet along said axis between a charged position in which said moveable magnet is proximal said stop means and an uncharged position in which said moveable magnet is proximal said fixed magnet;","7","14","17","2","2",2
"13176","5446319-0007","5446319","locking means for releasably securing said moveable magnet in said charged position and allowing selective release of said moveable magnet;","7","14","18","2","2",2
"13177","5446319-0007","5446319","power transmission means for moving said moveable magnet along said longitudinal axis from said uncharged position to said charged position and harnessing kinetic energy from said moveable magnet when it is released from said charged position and moves to said uncharged position;","7","14","19","2","2",2
"13178","5446319-0007","5446319","a plurality of power-enhancing permanent magnets movably positioned along said axis between said third magnet and said fixed magnet, each of said power-enhancing magnets having its magnetic field aligned along said axis and having a north and south pole each positioned to face the opposite poles of adjacent magnets; and","7","14","20","2","2",2
"13179","5446319-0007","5446319","a plurality of magnet holding means, corresponding to said plurality of power-enhancing magnets, for locking each of said plurality of power-enhancing magnets in a selected position for optimizing use of the attraction forces between said power-enhancing magnets and movable magnet and for optimizing an energy storage capacity of the apparatus.","7","14","21","2","2",2
"13324","5453633-0001","5453633","1. a semiconductor memory device having a capacitor, comprising:","1","0","1","1","2",2
"13325","5453633-0001","5453633","(a) a semiconductor substrate having at least one transistor with a source region formed thereon;","1","1","2","2","2",2
"13326","5453633-0001","5453633","(b) an insulating layer formed over said substrate having said at least one transistor thereon, said insulating layer having an opening therethrough exposing said source region of said at least one transistor;","1","1","3","2","2",2
"13327","5453633-0001","5453633","(c) a capacitor storage electrode comprising:","1","1","4","2","2",2
"13328","5453633-0001","5453633","(1) an central pillar portion extending through said opening in said insulating layer and electrically connected to said source region, said central pillar portion having a longitudinal bore therein which extends downwardly towards said source region; and","1","4","5","3","2",2
"13329","5453633-0001","5453633","(2) a bottom portion extending outwardly from said central pillar portion at a point along said central pillar portion on or above an upper surface of said insulating layer;","1","4","6","3","2",2
"13330","5453633-0001","5453633","(d) a dielectric film formed over said storage electrode; and","1","1","7","2","2",2
"13331","5453633-0001","5453633","(e) a plate electrode formed over said dielectric film and electrically insulated from said storage electrode.","1","1","8","2","2",2
"13677","5482922-0018","5482922","18. a method for controlling weeds, which comprises applying to weeds a herbicidally effective amount of a herbicidal composition which comprises a herbicidally effective amount of the combination of (a) 2-(7-fluoro-3,4-dihydro-3-oxo-4-(2-propynyl)-2h-1,4-bezoxazin-6-yl)-4,5,6, 7-tetrahydro-1h-isoindol-1,3(2h)-dione of the formula: ##str8## and (b) 2-chloro-6'-ethyl-n-(2-methoxy-1-methylethyl)acet-o-toluidide) of the formula: ##str9## as the active ingredients, and an inert carrier of diluent, wherein the weight proportion of the components (a) and (b) is from 1:5 to 80.","18","0","18","1","1",1
"13928","5500558-0001","5500558","1. a semiconductor device having a planarized surface, comprising:","1","0","1","1","2",2
"13929","5500558-0001","5500558","a semiconductor substrate;","1","1","2","2","2",2
"13930","5500558-0001","5500558","an interconnection layer portion provided on a surface of said semiconductor substrate and having a plurality of elements of at least one interconnection layer spreading horizontally, comprising a high density portion having a relatively high number of interconnection elements and a low density portion comprising a relatively low number of said interconnection elements;","1","1","3","2","2",2
"13931","5500558-0001","5500558","a first interlayer insulating film provided on said semiconductor substrate to cover both said high interconnection density portion and said low interconnection density portion and having an insulating film surface;","1","1","4","2","2",2
"13932","5500558-0001","5500558","a second interlayer insulating film provided over said first interlayer insulating film; wherein","1","1","5","2","2",2
"13933","5500558-0001","5500558","at said high interconnection density portion, each of said first and second interlayer insulating films comprises a first silicon oxide film, a silicon nitride film and a second silicon oxide film, formed in this order relative to said substrate surface;","1","1","6","2","2",2
"13934","5500558-0001","5500558","at said low interconnection density portion, said first interlayer insulating film includes said first silicon oxide film, said silicon nitride film, a psg film and said second silicon oxide film, formed in this order relative to said substrate surface;","1","1","7","2","2",2
"13935","5500558-0001","5500558","variations in height, as determined from said surface of said semiconductor substrate to said first insulating film surface extending over said high and said low interconnection density portions are limited to be within a range of .+-.0.3 .mu.m.","1","1","8","2","2",2
"14089","5522882-0001","5522882","1. a balloon expandable stent-gaff delivery system comprising:","1","0","1","1","2",2
"14090","5522882-0001","5522882","a) a catheter having proximal and distal ends thereof;","1","1","2","2","2",2
"14091","5522882-0001","5522882","b) an expandable balloon attached near the distal end of said catheter wherein said balloon comprises an interior surface, an exterior surface, and first and second ends, said first and second ends being substantially non-tapered upon expansion of said balloon from a first unexpanded diameter to a second larger diameter;","1","1","3","2","2",2
"14092","5522882-0001","5522882","c) a stent having an interior surface, an exterior surface, and first and second ends thereof wherein said stent is positioned around said expandable balloon;","1","1","4","2","2",2
"14093","5522882-0001","5522882","d) a graft having an interior surface, an exterior surface, and first and second ends thereof wherein said graft is positioned around said stent such that said stent is concentrically contained within said graft; and","1","1","5","2","2",2
"14094","5522882-0001","5522882","(e) a substantially non-compliant sheath positioned over each of said first and second ends of said expandable balloon, wherein each of said sheaths is positioned adjacent to one of said first and second ends of said stent, respectively, without overlapping onto or underlying any region of said stent.","1","1","6","2","2",2
"14101","5523151-0001","5523151","1. in a magnetic recording medium obtained by preparing a dispersion comprising anisotropic magnetic material in a solution of a polymeric binder in an organic solvent, applying the dispersion as a layer to a nonmagnetizable substrate, and then orienting the anisotropic magnetic material along the intended recording direction in a magnetic field and solidifying the applied magnetic layer,","1","0","1","1","2",2
"14102","5523151-0001","5523151","the improvement wherein included in the dispersion are","1","1","2","2","2",2
"14103","5523151-0001","5523151","(1) a finely divided polysilicic acid rendered hydrophobic with chemically bound carbon in an amount of from 0.3 to 5% by weight, based on the amount of magnetic material,","1","2","3","3","2",2
"14104","5523151-0001","5523151","said water repellant polysilicic acid with chemically bound carbon having, a ph, measured in equal amounts of methanol and water, of from 7.5 to 12, and a bet surface area of from 70 to 400 m.sup.2 /g,","1","2","4","3","2",2
"14105","5523151-0001","5523151","and, additionally,","1","1","5","2","2",2
"14106","5523151-0001","5523151","(2) a polysiloxane having a viscosity of from greater than 10,000 to 500,000 mpa.s in an amount of from 0.1 to 1.5% by weight, based on the amount of magnetic material,","1","5","6","3","2",2
"14107","5523151-0001","5523151","whereby the smoothness, wear resistance and stability are improved.","1","5","7","3","2",2
"14275","5542256-0001","5542256","1. a sample holding device for a dilution refrigerator having a still, a mixing chamber, and a heat exchanger connected between the still and mixing chamber whereby coolant flows from the still to the mixing chamber and from the mixing chamber to the still through respective first and second adjacent paths in the heat exchanger and wherein the mixing chamber has a tubular portion, the sample holding device comprising a tube for insertion in the tubular portion of the mixing chamber and having means for holding a sample within the tubular portion, said tube having an aperture adjacent said sample holding means communicating between the interior of said tube and the interior of the tubular portion when said device is positioned in the dilution refrigerator and another aperture positioned to communicate between the interior of said tube and the second path in the heat exchanger.","1","0","1","1","2",2
"14396","5554294-0001","5554294","1. a method for dissolving slightly soluble sludge which is produced during chemical conversion coating of metal, consisting of agitating the sludge in an aqueous suspension containing hydrogen type strongly acidic cation exchange resin; ion-exchanging metallic components in the sludge with the resin and adsorbing the metallic components on the resin; dissolving oxyacid components in the sludge into liquid phase, and recovering the oxyacid components from the solution and the metallic components from the resin.","1","0","1","1","1",1
"14397","5555194-0017","5555194","17. a pixel cloning method for digital image retouching of a digital image having known image pixel values, the method comprising the steps of:","17","0","27","1","1",1
"14398","5555194-0017","5555194","selecting an area to be corrected, the area to be corrected being a cloned area;","17","27","28","2","1",1
"14399","5555194-0017","5555194","defining a surround area based on the cloned area;","17","27","29","2","1",1
"14400","5555194-0017","5555194","using the known image pixel values to determine model parameters of a functional linear model in each color for the cloned area and for the surround area to create cloned parameters and surround parameters; and","17","27","30","2","1",1
"14401","5555194-0017","5555194","adjusting values of the cloned pixels so that the cloned parameters match the surround parameters.","17","27","31","2","1",1
"14826","5592716-0001","5592716","1. a vacuum cleaner having a suction nozzle (14), a dust bag (12), means connecting the suction nozzle to the dust bag, and a turbo-fan unit (27) including an impeller (29) driven by an electric motor and placed after the dust bag as seen in a direction of air flow, said impeller (29) being driven by the motor at a speed above 50,000 rpm and creating a primary air stream which exits the turbo-fan unit via an outlet (30), wherein the vacuum cleaner comprises means for creating a secondary air stream which at least partially cools the electric motor (32), said secondary air stream flowing into the electric motor via an inlet (43) which is separate from the primary air stream, at least a portion of the secondary air stream being directed into the primary air stream to form a combined air stream, said combined air stream flowing generally opposite the direction of said secondary air stream.","1","0","1","1","2",2
"14856","5598172-0001","5598172","1. a microwave lens for receiving electromagnetic waves propagating in a first direction, said lens including a plurality of phase-shifting channels stacked along a second direction substantially normal to said first direction, said channels being separated from one another by conductive plates substantially perpendicular to said second direction, each of said channels including a plurality of phase-shifting panels disposed substantially perpendicular to said first direction, each of said panels carrying conductive wires substantially parallel to said second direction, said wires carrying diodes, the control of the on or off state of said diodes of a panel varying the phase shift induced by the panel on said waves, each of said channels being divided into at least two subchannels by means of an intermediate conductive plate disposed between two said conductive plates and substantially parallel thereto, the distance between one intermediate conductive plate and one adjacent conductive plate being at most equal to the half-wavelength of said waves, said two subchannels being respectively assigned to two waves whose electric fields are orthogonal, each including a plurality of phase-shifting panels, and means for rotating by 90.degree. the polarization of the incident wave.","1","0","1","1","2",2
"15282","5637228-0001","5637228","1. a method for producing primary treated brine at the wellhead of underground depleted salt caverns which comprises:","1","0","1","1","1",1
"15283","5637228-0001","5637228","injecting into the depleted salt cavern raw saturated brine produced at an operating wellhead containing metal ion impurities including calcium and magnesium, through a wellhead injecting tubing terminating at a mixer and radial distributor, located in the upper portion of the cavern, said wellhead injecting tubing having inner tubing for injecting treatment chemicals, center tubing for injecting raw brine and outer annulus tubing for removing primary treated brine,","1","1","2","2","1",1
"15284","5637228-0001","5637228","injecting a solution of treatment chemicals, including sodium carbonate and caustic soda, through the inner injecting tubing located inside said raw brine injection tubing and terminating above said mixer which is located inside the raw brine tubing, thereby providing a reaction zone in the upper portion of the cavern, to produce a mixture of the raw brine with the treatment chemicals in the reaction zone,","1","1","3","2","1",1
"15285","5637228-0001","5637228","injecting the mixture produced, into the cavern through the radial distributor located in the upper portion of the cavern and at the end of the tubing after the mixer and positioned in the cavern above the bottom portion of the cavern, to cause the reaction of the treatment chemicals with the impurities in the raw brine and the precipitation of waste precipitates including calcium carbonate and magnesium hydroxide which settle to the lower portion and bottom of the cavern thereby causing the movement of the brine to the upper portion of the cavern, and","1","1","4","2","1",1
"15286","5637228-0001","5637228","removing the purified brine so produced from the cavern through the outer annulus of the wellhead tubing located in the upper portion of the cavern.","1","1","5","2","1",1
"15383","5648409-0001","5648409","1. a self-dispersing curable epoxy resin composition comprising the addition product of reactants comprising (a) an epoxy resin, (b) from about 0.40 to 0.95 reactive equivalents of a polyhydric phenol per reactive equivalent of said epoxy resin, and (c) from about 0.005 to 0.5 reactive equivalents of an amine-epoxy adduct per reactive equivalent of said epoxy resin said amine-epoxy adduct comprising the addition product of reactants comprising an aromatic polyepoxide and from about 0.3 to 0.9 reactive equivalents of a polyoxyalkyleneamine per reactive equivalent of said aromatic polyepoxide.","1","0","1","1","2",2
"15576","5664412-0001","5664412","1. a combustion chamber head assembly with a variable geometry fuel injector for a gas turbine engine, comprising a combustor head defining an enclosed combustor head volume separated on its downstream side from a combustion region by an endwall which is pierced by a multiplicity of apertures including at least one fuel-air mixture aperture and a plurality of air-only apertures, at least one fuel injector assembly defining a fuel-air mixing region opening through the fuel-air mixture aperture into the combustion region, the at least one fuel injector assembly comprising a plurality of concentric rings which define a first inner annular air passage and a second outer annular air passage, a fuel nozzle located axially with respect to the annular air passages and which, in operation, sprays fuel into the fuel-air mixing region, and an airflow controller including a movable diverter member for selectively closing the second outer annular air passage and selectively opening a third passage such that air is either admitted into the fuel-air mixing region or is redirected to the third passage leading to the plurality of air-only apertures.","1","0","1","1","2",2
"15619","5667934-0001","5667934","1. a photo-patternable solder mask thermally stable at 360.degree. c., consisting essentially of a photosensitive cationic photoinitiator admixed with a cationic polymerizable epoxy resin, a solvent and a filler consisting essentially of an optically transparent silicon dioxide filler transparent to wavelength of 310 to 400 nanometers, said composition having a coefficient of thermal expansion of 28-40 ppm/.degree.c., wherein said solder mask is both an encapsulant and a dielectric.","1","0","1","1","2",2
"16143","5723084-0001","5723084","1. a process for the production of flash-spun plexifilamentary film-fibril strands of a high molecular weight alternating copolymer of ethylene and carbon monoxide or a high molecular weight alternating copolymer having alternating polymerized units of carbon monoxide and at least two different olefin units one of which is ethylene, and the remainder are selected from the group consisting of propylene, butene, pentene, hexene, heptene, octene, nonene, decene, dodecene, styrene, methyl acrylate, methyl methacrylate, vinyl acetate, undecenoic acid, undecenol, 6-chlorohexene, n-vinylpyrrolidone, and the diesters of vinylphosphonic acid in which a majority of the olefin units are ethylene units which comprises forming a spin solution of said alternating copolymer in a solvent having an atmospheric boiling point between 0.degree. c. and 210.degree. c., and selected from the group consisting of alcohols and halogenated hydrocarbons having 1 to 3 carbon atoms and spinning said spin solution at a pressure that is greater than the autogenous pressure of the spin solution into a region of substantially lower pressure and at a temperature at least 50.degree. c. higher than the atmospheric boiling point of the solvent to form plexifilamentary film-fibril strands of said alternating copolymer.","1","0","1","1","1",1
"16899","5792688-0013","5792688","13. a method of fabricating a stacked capacitor structure, (stc), for a dram device, in which a surface area of a storage node electrode is increased via use of a storage node electrode configuration, consisting of a lower shape of a flat, polysilicon plug, used for contact to an underlying transistor region, and of an upper polysilicon shape of polysilicon columns, extending above a top surface of said flat, polysilicon plug, comprising the steps of:","13","0","26","1","1",1
"16900","5792688-0013","5792688","depositing a silicon nitride layer on an underlying transfer gate transistor, of said dram device;","13","26","27","2","1",1
"16901","5792688-0013","5792688","depositing a first silicon oxide layer on said silicon nitride layer;","13","26","28","2","1",1
"16902","5792688-0013","5792688","opening a contact hole in said first silicon oxide layer, and in said silicon nitride layer, to expose top surface of said underlying transistor region;","13","26","29","2","1",1
"16903","5792688-0013","5792688","depositing a first polysilicon layer on top surface of said first silicon oxide layer, and on said top surface of said underlying transistor region, exposed in said contact hole;","13","26","30","2","1",1
"16904","5792688-0013","5792688","anisotropic etching of said first polysilicon layer, forming said flat, polysilicon plug, recessed in said contact hole, with said top surface of said flat, polysilicon plug, in bottom portion of said contact hole, between about 2500 to 6000 angstroms below the top surface of said first silicon oxide layer;","13","26","31","2","1",1
"16905","5792688-0013","5792688","depositing a second polysilicon layer on the top surface of said flat, polysilicon plug, in the bottom portion of said contact hole, and also depositing said second polysilicon layer on the top surface of said first silicon oxide layer, in regions outside said contact hole;","13","26","32","2","1",1
"16906","5792688-0013","5792688","depositing a second silicon oxide layer on said second polysilicon layer, completely filling top portion of said contact hole;","13","26","33","2","1",1
"16907","5792688-0013","5792688","a first chemical mechanical polishing procedure to remove said second silicon oxide layer from a top surface of said second polysilicon layer, exposing the top surface of said second polysilicon layer, in the regions outside said contact hole, while leaving said second silicon oxide layer in the top portion of said contact hole;","13","26","34","2","1",1
"16908","5792688-0013","5792688","a second chemical mechanical polishing procedure to remove said second polysilicon from the top surface of said first silicon oxide layer, in the regions outside said contact hole, exposing the top surface of said first silicon oxide layer, and creating said polysilicon columns on sides of the top portion of said contact hole, with said polysilicon columns overlying said flat, polysilicon plug, while leaving said second silicon oxide layer in the top portion of said contact hole, between said polysilicon columns;","13","26","35","2","1",1
"16909","5792688-0013","5792688","selective, wet removal of said first silicon oxide layer, and of said second silicon oxide layer, exposing said storage node electrode, comprised of polysilicon columns, overlying, and extending above, the top surface of said flat, polysilicon plug, and also exposing said underlying transfer gate transistor, of said dram device, covered with said silicon nitride layer;","13","26","36","2","1",1
"16910","5792688-0013","5792688","forming a dielectric layer on top surface of said storage node electrode;","13","26","37","2","1",1
"16911","5792688-0013","5792688","depositing a third polysilicon layer on said dielectric layer; and","13","26","38","2","1",1
"16912","5792688-0013","5792688","patterning of said third polysilicon layer to form plate electrode, of said stc structure.","13","26","39","2","1",1
"17139","5820204-0010","5820204","10. a vehicle body comprising:","10","0","37","1","2",2
"17140","5820204-0010","5820204","a roof side rail extended at an upper side portion of said vehicle body in a longitudinal direction thereof;","10","37","38","2","2",2
"17141","5820204-0010","5820204","a floor provided at a lower portion of said vehicle body to form a passenger compartment;","10","37","39","2","2",2
"17142","5820204-0010","5820204","a side sill extended at a lower side portion of said vehicle body in the longitudinal direction thereof;","10","37","40","2","2",2
"17143","5820204-0010","5820204","a center pillar interposed between said roof side rail and said side sill at an intermediate position of a vehicle length and extended in a vertical direction of said vehicle body, said center pillar including a center pillar outer panel and a center pillar inner panel, and said center pillar inner panel providing a closed bottom to said center pillar and said closed bottom abutting said side sill;","10","37","41","2","2",2
"17144","5820204-0010","5820204","a doubler mounted on said floor, extending in a lateral direction of said vehicle body, and connecting with said side sill and said center pillar;","10","37","42","2","2",2
"17145","5820204-0010","5820204","a pillar mating section formed at an upper end portion of said doubler for covering a lower portion of said center pillar above said side sill; and","10","37","43","2","2",2
"17146","5820204-0010","5820204","a side sill mating section formed at a front side and a rear side of said pillar mating section for connecting to an upper surface of said side sill;","10","37","44","2","2",2
"17147","5820204-0010","5820204","wherein said side sill mating section has a greater width (d) in the longitudinal direction of said vehicle body than that (d) of said pillar mating section;","10","37","45","2","2",2
"17148","5820204-0010","5820204","the greater width (d) provides a lesser cross-sectional height to thereby provide a flattened configuration in order to more easily collapse when said vehicle body is subject to collision with another vehicle from a sideward direction than a middle portion of said center pillar so as to protect a passenger therein by effectively absorbing a shock and to provide augmented room in the passenger compartment;","10","37","46","2","2",2
"17149","5820204-0010","5820204","said center pillar inner panel has an anchoring hall; and","10","37","47","2","2",2
"17150","5820204-0010","5820204","said pillar mating section has an area within which to nest said center pillar inner panel below said anchoring hall; and","10","37","48","2","2",2
"17151","5820204-0010","5820204","whereby a lower portion of said anchoring hall is framed by said pillar mating section.","10","37","49","2","2",2
"17190","5822114-0010","5822114","10. a stereomicroscope comprising:","10","0","32","1","2",2
"17191","5822114-0010","5822114","a first reflecting member for bending an optical path leading from an object in a substantially horizontal direction,","10","32","33","2","2",2
"17192","5822114-0010","5822114","a second reflecting member for deflecting the optical path which is bent by said first reflecting member in a substantially horizontal plane,","10","32","34","2","2",2
"17193","5822114-0010","5822114","a third reflecting member for deflecting the optical path which is deflected by said second reflecting member on a substantially horizontal plane so as to turn it to a direction substantially parallel to the optical path leading from said first reflecting member to said second reflecting member,","10","32","35","2","2",2
"17194","5822114-0010","5822114","a fourth reflecting member for deflecting the optical path which is deflected by said third reflecting member so as to turn it in a direction substantially parallel to the optical path leading from said object to be observed to said first reflecting member, an optical system disposed between said first reflecting member and said fourth reflecting member, and comprising a variable magnification optical system having a single optical axis; an image erecting optical system disposed on a reflecting side of said fourth reflecting member, and","10","32","36","2","2",2
"17195","5822114-0010","5822114","an eyepiece optical system; wherein said stereomicroscope is configured so as to lead, to right and left eyes of an observer by way of said eyepiece optical system, rays which are emitted from the object to be observed and have passed through portions apart from an optical axis of said optical system comprising the variable magnification optical system.","10","32","37","2","2",2
"17696","5873538-0012","5873538","12. a magnetic tape cassette comprising:","12","0","24","1","2",2
"17697","5873538-0012","5873538","a casing in which a magnetic tape is arranged; and","12","24","25","2","2",2
"17698","5873538-0012","5873538","a front lid and rear lid arranged so as to selectively cover a front portion of said casing and protect said magnetic tape, said front lid being pivotally supported on said casing, said rear lid being pivotally supported on said front lid and being movable in connection with the movement of said front lid, said front lid and rear lid extending substantially from an upper end of said casing to a lower end of said casing, wherein:","12","24","26","2","2",2
"17699","5873538-0012","5873538","said front lid and rear lid are provided with facing portions at their lower ends, respectively said facing portions being arranged so as to relatively move to overlap and face each other when said front lid is pivotally moved to cover said front portion of said casing and to face along an arc defined by a locus of said facing portion of said rear lid when said rear lid is pivotally moved wherein said facing portions of said front and rear lids are formed so as to be tangential to said arc.","12","24","27","2","2",2
"18048","5910366-0001","5910366","1. an ion-selective electrode, comprising:","1","0","1","1","2",2
"18049","5910366-0001","5910366","an electrode; and","1","1","2","2","2",2
"18050","5910366-0001","5910366","a polyaromatic ether coated on said electrode, said polyaromatic ether having the formula ##str5## wherein n is a finite integer greater than 0, a is selected from the group consisting of sulfonic acid and carboxylic acid groups and b and c are selected from the group consisting of lower alkyl and phenyl groups,","1","1","3","2","2",2
"18051","5910366-0001","5910366","said polyaromatic ether being coated on the electrode to form an ion-selective electrode having an ion-exchange capacity of 1.5-1.9 meq/g and a resistivity less than 1.2.omega./cm.sup.2.","1","1","4","2","2",2
"18052","5912556-0012","5912556","12. a geartooth sensor, comprising:","12","0","26","1","2",2
"18053","5912556-0012","5912556","a lead assembly, said lead assembly being made of a ferromagnetic material;","12","26","27","2","2",2
"18054","5912556-0012","5912556","a bias magnet, a pole face of said magnet being disposed adjacent said lead assembly;","12","26","28","2","2",2
"18055","5912556-0012","5912556","a carrier formed from an electrically insulative material, said lead assembly and said magnet being at least partially encapsulated and immobile within said carrier, said carrier being shaped to form a cavity proximate an unencapsulated portion of said lead assembly, said unencapsulated portion of said lead assembly being exposed within said cavity; and","12","26","29","2","2",2
"18056","5912556-0012","5912556","a magnetically sensitive component biased by said magnet and disposed with said cavity and connected directly on at least one of a plurality of individual leads of said lead assembly, said magnetically sensitive component being an unencapsulated semiconductor.","12","26","30","2","2",2
"18235","5930659-0005","5930659","5. a method of fabricating a gap or space in a conductive line pattern comprising the steps of:","5","0","12","1","1",1
"18236","5930659-0005","5930659","forming a polysilicon conductive line pattern disposed on a semiconductor substrate having field isolation, said conductive line pattern being partially disposed on said field isolation;","5","12","13","2","1",1
"18237","5930659-0005","5930659","forming an insulating layer on said conductive line pattern;","5","12","14","2","1",1
"18238","5930659-0005","5930659","forming an opening in said insulating layer over said field isolation using optical lithography;","5","12","15","2","1",1
"18239","5930659-0005","5930659","depositing a conformal layer on said insulating layer and in said opening;","5","12","16","2","1",1
"18240","5930659-0005","5930659","forming sidewalls from the conformal layer in said opening with a reduced opening between the sidewalls to expose a portion of the polysilicon;","5","12","17","2","1",1
"18241","5930659-0005","5930659","converting said exposed portion of said polysilicon into silicon oxide;","5","12","18","2","1",1
"18242","5930659-0005","5930659","using the silicon oxide portion to form an insulating space over said field isolation in the polysilicon line pattern.","5","12","19","2","1",1
"18546","5956165-0012","5956165","12. a drop/insert facility apparatus for updating a modulated optical data signal in a communication network, wherein the modulated optical data signal comprises a high data rate signal and a subcarrier signal, and wherein the communication network includes first and second sites connected by a first fiber link carrying the modulated optical data signal between the first and second sites, comprising:","12","0","49","1","2",2
"18547","5956165-0012","5956165","means for processing the subcarrier signal information, wherein the drop/insert facility receives a coupled portion of the modulated optical data signal;","12","49","50","2","2",2
"18548","5956165-0012","5956165","means for updating the subcarrier signal information,","12","49","51","2","2",2
"18549","5956165-0012","5956165","an optical coupler, to couple said portion of the modulated optical data signal;","12","49","52","2","2",2
"18550","5956165-0012","5956165","optical processor means, processing the subcarrier modulation signal of said coupled portion of the modulated optical data signal, to generate a first electrical signal representative of the subcarrier modulation signal of said coupled portion of the modulated optical data signal;","12","49","53","2","2",2
"18551","5956165-0012","5956165","an amplifier, coupled to said optical processor means, to amplify said first electrical signal;","12","49","54","2","2",2
"18552","5956165-0012","5956165","a subcarrier receiver to receive a tapped portion of said amplified first electrical signal;","12","49","55","2","2",2
"18553","5956165-0012","5956165","a subcarrier signal error counter coupled to said subcarrier receiver;","12","49","56","2","2",2
"18554","5956165-0012","5956165","an inverter, receiving a remaining portion of said amplified first electrical signal, to create an inverted electrical signal representation of the subcarrier modulation signal of the modulated optical data signal from the first fiber link;","12","56","57","3","2",2
"18555","5956165-0012","5956165","a local control unit, in electrical communication with said subcarrier receiver said local control unit, including a data receive buffer to receive subcarrier information from said subcarrier receiver, a data transmit buffer to send data relayed by said local control unit, and a processor to process subcarrier information received by said data receive buffer, wherein said local control unit places updated signal status information of the modulated optical data signal from the first fiber link onto said data transmit buffer; and","12","56","58","3","2",2
"18556","5956165-0012","5956165","a new subcarrier transmitter in electrical communication with said data transmit buffer to generate a new subcarrier modulation signal.","12","56","59","3","2",2
"18607","5960444-0020","5960444","20. a computer program comprising:","20","0","56","1","2",2
"18608","5960444-0020","5960444","a computer usable medium having computer readable code embodied therein for causing global indexing of a masterfile where the master bookfile includes at least one bookfile of a first version of a word processing program and at least one bookfile references a plurality of documents, the computer program product including:","20","56","57","2","2",2
